,Symptoms,Conditions
803,"['major coughing up of blood', 'nystagmus, fatigue']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), ('Lung Cancer (non Small Cell)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match')]"
804,"['cough with mucus long time', 'fatigue']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
805,"['cough with mucus long time', 'generalized fatigue']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
806,"['cough with mucus long time', 'nystagmus, fatigue']","[('Bronchitis', 'Moderate match'), ('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
807,"[""can't cough up mucus or phlegm"", 'fatigue']","[('Endogenous Depression', 'Low match'), ('Drug Allergy', 'Low match'), ('Anemia, Iron Deficiency', 'Low match'), ('Hypothyroidism (adult)', 'Low match'), ('Coronavirus', 'Low match')]"
808,"[""can't cough up mucus or phlegm"", 'generalized fatigue']","[('Endogenous Depression', 'Low match'), ('Drug Allergy', 'Low match'), ('Anemia, Iron Deficiency', 'Low match'), ('Hypothyroidism (adult)', 'Low match'), ('Coronavirus', 'Low match')]"
809,"[""can't cough up mucus or phlegm"", 'nystagmus, fatigue']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Labyrinthitis', 'Fair match')]"
810,"['cough up stuff that smells bad', 'fatigue']","[('Abscess', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
811,"['cough up stuff that smells bad', 'generalized fatigue']","[('Abscess', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
812,"['cough up stuff that smells bad', 'nystagmus, fatigue']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), ('Abscess', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
813,"['cough up frothy or bubbly gunk', 'fatigue']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
814,"['cough up frothy or bubbly gunk', 'generalized fatigue']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
815,"['cough up frothy or bubbly gunk', 'nystagmus, fatigue']","[('Pulmonary Edema', 'Moderate match'), ('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
816,"['sharp distinct sound to each cough', 'fatigue']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Bronchitis', 'Fair match')]"
817,"['sharp distinct sound to each cough', 'generalized fatigue']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
818,"['sharp distinct sound to each cough', 'nystagmus, fatigue']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
819,"['coughing up a lot of blood', 'fatigue']","[('Tuberculosis', 'Moderate match'), ('Lung Cancer (non Small Cell)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Pulmonary Embolism', 'Fair match')]"
820,"['coughing up a lot of blood', 'generalized fatigue']","[('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Pulmonary Embolism', 'Fair match'), ('Bronchitis', 'Fair match')]"
821,"['coughing up a lot of blood', 'nystagmus, fatigue']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), ('Lung Cancer (non Small Cell)', 'Moderate match'), (""Meniere's Disease"", 'Moderate match'), ('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match')]"
822,"['chronic cough (>8 weeks, normal chest xray)', 'fatigue']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match')]"
823,"['chronic cough (>8 weeks, normal chest xray)', 'generalized fatigue']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Hay Fever', 'Moderate match')]"
824,"['chronic cough (>8 weeks, normal chest xray)', 'nystagmus, fatigue']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Benign Paroxysmal Positional Vertigo (BPPV)', 'Moderate match'), ('Drug Allergy', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match')]"
825,"['cough', 'dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Common Cold', 'Fair match')]"
826,"['cough', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Common Cold', 'Fair match')]"
827,"['dry cough', 'dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
828,"['dry cough', 'loud sounds cause dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
829,"['cough, nonproductive', 'dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
830,"['cough, nonproductive', 'loud sounds cause dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
831,"['hacking cough', 'dizziness']","[('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Whooping Cough', 'Fair match')]"
832,"['hacking cough', 'loud sounds cause dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Whooping Cough', 'Fair match'), ('Swine Influenza', 'Fair match')]"
833,"['coughing attacks', 'dizziness']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
834,"['coughing attacks', 'loud sounds cause dizziness']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
835,"['wet cough', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
836,"['wet cough', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match')]"
837,"['forceful cough', 'dizziness']","[('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
838,"['forceful cough', 'loud sounds cause dizziness']","[('Lung Cancer (non Small Cell)', 'Fair match'), ('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
839,"['barky cough', 'dizziness']","[('Benign Paroxysmal Positional Vertigo (BPPV)', 'Low match'), ('Labyrinthitis', 'Low match'), ('Aortic Stenosis', 'Low match'), ('Drug Allergy', 'Low match'), ('Acute Sinusitis', 'Low match')]"
840,"['barky cough', 'loud sounds cause dizziness']","[('Lyme Disease', 'Low match')]"
841,"['morning cough', 'dizziness']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
842,"['morning cough', 'loud sounds cause dizziness']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
843,"['non-productive cough', 'dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
844,"['non-productive cough', 'loud sounds cause dizziness']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
845,"['cough out mucus', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
846,"['cough out mucus', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
847,"['coughing up phlegm', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
848,"['coughing up phlegm', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
849,"['cough with drinking', 'dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
850,"['cough with drinking', 'loud sounds cause dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
851,"['cough with eating', 'dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
852,"['cough with eating', 'loud sounds cause dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
853,"['cough with swallowing', 'dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
854,"['cough with swallowing', 'loud sounds cause dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
855,"['vomiting after cough', 'dizziness']","[('Whooping Cough', 'Moderate match'), ('Acute Sinusitis', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
856,"['vomiting after cough', 'loud sounds cause dizziness']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
857,"['coughing up blood', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Embolism', 'Moderate match'), ('Bronchitis', 'Fair match'), ('Coronavirus', 'Fair match')]"
858,"['coughing up blood', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Embolism', 'Fair match'), ('Bronchitis', 'Fair match'), ('Coronavirus', 'Fair match')]"
859,"['coughing at night', 'dizziness']","[('Drug Allergy', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
860,"['coughing at night', 'loud sounds cause dizziness']","[('Asthma (teen And Adult)', 'Fair match'), ('Drug Allergy', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Chronic Sinusitis', 'Fair match')]"
861,"['productive cough with phlegm', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
862,"['productive cough with phlegm', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match')]"
863,"['cough up pink material', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Edema', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match')]"
864,"['cough up pink material', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Edema', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match')]"
865,"['cough up pink gunk', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Edema', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match')]"
866,"['cough up pink gunk', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Pulmonary Edema', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match')]"
867,"['cough out thick mucus', 'dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
868,"['cough out thick mucus', 'loud sounds cause dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
869,"['cough out thick phlegm', 'dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
870,"['cough out thick phlegm', 'loud sounds cause dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
871,"['coughing up thick phlegm', 'dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
872,"['coughing up thick phlegm', 'loud sounds cause dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
873,"['cough up thick gunk', 'dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
874,"['cough up thick gunk', 'loud sounds cause dizziness']","[('Bronchitis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
875,"['cough out white mucus', 'dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
876,"['cough out white mucus', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
877,"['coughing up white mucus', 'dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
878,"['coughing up white mucus', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
879,"['cough up yellow gunk', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
880,"['cough up yellow gunk', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
881,"['cough out yellow mucus', 'dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
882,"['cough out yellow mucus', 'loud sounds cause dizziness']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
883,"['cough out bubbly mucus', 'dizziness']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
884,"['cough out bubbly mucus', 'loud sounds cause dizziness']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
885,"['cough when I swallow', 'dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
886,"['cough when I swallow', 'loud sounds cause dizziness']","[('Aspiration Pneumonia', 'Fair match')]"
887,"['throw up after coughing', 'dizziness']","[('Whooping Cough', 'Moderate match'), ('Acute Sinusitis', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
